,source,target,lang,translation_direction
1912,They have cancelled the tour after lead singer Steven Tyler was injured after he fell off stage while performing on August 5.,অগস্ত 5 দা পরফোর্ম তৌরিঙৈদা লীদ সিঙ্গর স্তেভন তাইলরনা স্তেজদগী তারক্তুনা শোকখিবদগী মখোয়গী তুর অদু কেন্সেল তৌখি।,mni,enxx
1913,"The station's web site describes the show as ""old school radio theater with a new and outrageous geeky spin!""","স্তেসনগী ৱেবসাইতনা শো অসিবু ""অনৌবা অমসুং ময়ামগা মান্নদবা গীকি স্পিন ওইবা ওল্দ স্কুল রেদিও থিএতর অমনি!"" হায়না ফোঙদোকখি।",mni,enxx
1914,"After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future.",মালেমগী অহানবা লাঞ্জাওগী অকী-তুজুংনিঙাই ওইবা মশক অমসুং ওৎ নৈবা কয়া অদু উরদুনা লৈবাকশিংনা তুংদা অসিগুম্বা ফিভম অমুক হন্না ওইহন্দবা পাম্নৈ।,mni,enxx
1915,"The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.","নেভীশিংগী থবক অসি মহৌশাদগী হৌনা লৈবাক অমদা লৈরিবা মীশিং অমসুং পোৎচৈশিংবু পুবা/হোনবা ঙম্বগী চাং অদু ঙাক্না থম্বা ঙম্বরা হায়বদু য়েংশিনবা অসিনি, লোইনা-লোইননা য়েক্নবশিংনা মখোয়গী মীশিং অমসুং পোৎচৈ পুথোক পুশিন তৌবা ঙম্বগী চাং অদুবু য়েংশিনবা অমসুং ঙাকথোকপা অসিনি।",mni,enxx
1916,"Through the night between 150 and 200 copies were made, now known as ""Dunlap broadsides"".","অহিং অদুদা কোপী 150 দগীনা 200 মুক নমখি, মসিবু হৌজিক ""দনলেপ ব্রোদসাইদস"" হায়না খংনরি।",mni,enxx
1917,"To better represent traffic flow, relationships have been established between the three main characteristics: (1) flow, (2) density, and (3) velocity.","ত্রাফিক ফ্লো অসি হেন্না ময়েক শেংনা তাক্নবা, মরুওইবা মওং মতৌ অহুমগী মরক্তা মরী কয়া অমা শেমগৎলি (1) ফ্লো, (2) দেন্সিতী, অমসুং (3) ভেলোসিতী।",mni,enxx
1918,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.","দা. মলার বালাসুব্রমনিয়ম, 29, অসি ওহিওগী ব্লু এশ হায়রিবা সিন্সিনাতীগী অৱাংদগী চাউরাক্না মাইল 15 লাপ্পা মফমদা লৈমাইদা T-শর্ত অমসুং মনুংগী ফিজোল খক্তমক শেৎলগা অকনবা হিদাক থাদুনা পংথহনবনি হায়না চিংনবা ফিভমদা লৈরম্বা থেংনখিবনি।",mni,enxx
1919,"The original population hasn't changed at all, they still need the same adaptations as before.","হান্নগী পোপুলেসন (মশিং) অদুদি করিমত্তা হোংদ্রি, মখোয়না হৌজিকসু হান্নগুম্না চপ মান্নবা চুশিন্নগদবশিং অদু চংই।",mni,enxx
1920,Usually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.,অদোম্না অয়াম্বা মতমদা লমকোয়বা অমসুং পোৎ য়োনবশিংগী খোঞ্জেল তাবা ফংই।খোঞ্জেল অমসুং মঙালগী ৱারী অসি ৱারী লাইরিক অমগা চপ মান্নৈ।,mni,enxx
1921,Insects were the first animals to take to the air. Their ability to fly helped them evade enemies more easily and find food and mates more efficiently.,তিন-কাংশিং অসিনা নুংশিৎতা তিনবা ঙম্বা অহানবা শা মখলশিংনি।মখোয়গী পাইবা ঙম্বগী মতিক অসিনা মখোয়বু য়েক্নবদগী লাইনা কঞ্জবা ঙম্মী অমসুং মচিঞ্জাক অমদি মপাং লাইনা থিবা ঙমজৈ।,mni,enxx
1922,It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.,হেনরী লুইস গেতসকী PBS স্পিএল ৱন্দর্স ওফ দি অফ্রিকান ৱর্ল্দকী মনুংদা মফম অসি মরুওইবা লমথুংফম অমা ওইরম্মি।,mni,enxx
1923,"The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.",হরাপ্পা অমসুং মোহেঞ্জো-দারোগী শহরদা লৈবা য়ুম খুদিংমক্তা অৱাংবা থাক্কী ওইবা সিৱেজ সিস্তেম অমদা নপ্লবা ফ্লশ তোইলেৎ য়াওই।,mni,enxx
1924,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,শেমগৎ-শাগৎপগী থৌওংশিংদা ৱাখল চুম্না য়েৎনবনা ৱাশিংতনগী অনকপা মীওইশিংনি হায়না খনবা মীওইশিংদা শেমগৎ-শাগৎপগী কন্ত্রেক্ত পীবগী থৌওংশিংদা মিৎয়েং চঙখি।,mni,enxx
1925,The Oyapock River Bridge is a cable-stayed bridge. It spans the Oyapock River to link the cities of Oiapoque in Brazil and Saint-Georges de l'Oyapock in French Guiana.,ওয়াপোক তুরেলগী থোং অসি কেবল-স্তেয়দ ব্রিদজ অমনি।মসিনা ব্রাজিলগী ওয়াপোকী অমসুং ফ্রেন্স গীয়নাগী সেন্ত-জোর্জেস দি লা ওয়াপোক শহরশিং অসি ফাওননবা ওয়াপোক তুরেলদা শাখি।,mni,enxx
1926,Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.,এম্সতর্দেম সহর অমসুং এন্নি ফ্রেঙ্ক ম্যুজিয়মগী ওফিসিএলশিংনা উ-পাম্বী অদু ফঙ্গস (কোকফাই সুজা) তারে অমসুং মসি কেলকপা য়াবগী অকিবা লৈবনা মীয়ামগী হকশেলদা খুদোংথিবা থোকহল্লবা য়াই হায়না মখোয়না খন্নখি হায়না ফোঙদোকখি।,mni,enxx
1927,Economic links have been re-established between these two parts of Moldova despite the failure in political negotiations.,রাজনীতিগী ওইবা হিরমশিংদা য়ান্নবা পুরকপা ঙমদ্রবসু হায়রিবা মোলদোবাগী শরুক অনিসিদা শেন্মিৎলোনগী ওইবা লম্বী কয়া অমা নৌনা শেমগৎলকখি।,mni,enxx
1928,"In 1994, this conflict led to the creation of the self-proclaimed Transnistria Republic in eastern Moldova, which has its own government and currency but is not recognised by any UN member country.","ইং 1994দা, মসিগী চয়েৎনবা অসিনা নোংপোক থংবা মোলদোবাদা মশাগী সরকার অমসুং শেলয়েক লৈজবা অদুবু য়ু.এন.গী মেম্বর ওইবা লৈবাক অমত্তনা শকখংবিদবা মওংদা মশা-মথন্তনা ত্রান্সনিস্ত্রিয়া রিপব্লিক শেম্লে হায়না লাওথোকচবগী থৌওং অমা থোকহনখি।",mni,enxx
1929,"Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.","ওলিবর সেক্সনা মহাক্কী চেফোং ""দা প্রেসিদেন্ত'স স্পীচ""তা ব্রেইন্দা অশোকপা লৈবনা মরম ওইদুনা কনাগুম্বা অমগী ৱারোলশিং অদু লৌশিনবা ঙমদ্রবা মীওইশিংনা পুকচেল শেংই নত্রগা শেংদে হায়বদুদি ময়েক শেংনা উবা ফংবগী মওং অদু তাক্লি।",mni,enxx
1930,Foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from.,ফোস্তর কেয়র হায়বসিনা তশেংনমক মখোয়না হান্না লৈরম্লিবা ময়ুম অদুদা ফংলক্ত্রবা তঙাইফদ্রবশিং অদু লোইনমক ফংহনগদবনি।,mni,enxx
1931,"Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.","মথংদা, শাবন খরদা, মরুওইনা ইংলিশ শাবনশিংদা মখাদা তারবা অথৌবা মীওই অমনা মনিংদা চিংবা মতমদা স্তিরপ শউন অদুনা শাবন অদু কেল্লকহনবা য়াবা সেফতী বার অমা য়াওই।",mni,enxx
1932,The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material., হার্শেই অমসুং চেজ চাংয়েং হায়বসি DNAবু জিনেতিক ওইবা পোৎশক অমনি হায়না তাকখিবা মকোকচিংবা সজেসনশিংগী মনুংদা অমা ওইখি।,mni,enxx
1933,"Sadly, as newer methods of writing have emerged, the pencil has been relegated to lesser status and uses.","লাইবক থীবদি, ইবগী অনৌবা থৌওং কয়া থোক্লকপদগী, পেন্সিলগী থাক অমসুং শিজিন্নবগী চাং হন্থহনখি।",mni,enxx
1934,Travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,লমকোইবশিংদা মখোয়গী লম কোইবগী থৌরাংদা অকায়বা পীবা য়াবা মখোয়গী মফমদুগী ওইবা সেভিয়র ৱেদরদগী চেকশিন্নবা অকনবা ৱারোল থম্লি।,mni,enxx
1935,"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.","মরুওইনা, কনাগুম্বা অমনা নমথাক তৌই নৎত্রগা তৌদে হায়বসি মাইক্রো-এক্সপ্রেসনশিং অদু কাংলোন চুম্না পুথোক্তুনা খংদোকপা ঙম্মী।",mni,enxx
1936,"Try aiming somewhere where you are not caught again or, depending on your skills and on whether you have been noticed, you might want to wait for rescue.","অদোম্বু অমুক হন্না তাররোইদবা মফম অমদা য়েংদুনা পান্দম থমগদবনি, অদোমগী হৈশিংবগী মতুং ইন্না অমসুং অদোম্না খঙলব্রা খঙদব্রা হায়বগী মতুং ইন্না অদোম্না কনবীনবা মী ঙাইদুনা লৈবা পাম্বসু য়াই।",mni,enxx
1937,Each temple had an open temple courtyard and then an inner sanctuary that only the priests could enter.,লাইশঙ খুদিংমক্কী অহাংবা কোর্তয়ার্দ অমা অমসুং মাইবশিং খক্তনা চঙবা য়াবা মনুং থংবদা লৈবা অশেংবা মফম অমা লৈরম্মী।,mni,enxx
1938,"In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.","ফ্রান্সতা ভোৎ পীবা অসি মহৌশানা লো-তেক এক্সপরিয়েন্স অমা ওই: ভোত্তরশিংনা মশাবু বুথ অমদা তোখাইনা লৈ, মখোয়না অপাম্বা কেন্দিদেৎ অদু তাক্লিবা মাংজৌননা নমথোক্লবা চে অমা এনবেলপ অমদা হাপচিল্লি।",mni,enxx
1939,The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.,ফ্রেঞ্চ রিভোলুসন্না অতোপ্পা লৈবাক্কী নমথবীরবা থবক শুবা ক্লাসকী মীওইশিংদা মখোয়গী ওইবা ঈহৌ অমা শাগৎনবা ইথিল পীখি।,mni,enxx
1940,Biological clocks are self sustaining oscillators which will continue a period of free-running cycling even in the absence of external cues.,বাইওলোজিকেল ক্লোকশিং অসি মপান্থোংদগী চৈথেং অমত্তা পীদ্রবা ফাওবদা অদুমক লেপ্তনা চেনবা মথং-মনাও নাইনা থোকপা তাঙ্কক অমদা চত্থরগা লৈরগদবা মশানা মশাবু অদুমক ঙাক্তুনা থমজবা ওসিলেতরশিংনি।,mni,enxx
1941,"Written on the back of the Declaration of Independence were the words ""Original Declaration of Independence dated 4th July 1776"". The text appears on the bottom of the document, upside down.","দিক্লেরেসন ওফ ইন্দিপেন্দেন্সকী মনিংদা ইরিবা ৱাহৈশিং অদুদি "" নিংখাতম্বগী নুমিৎ অদু অহানবদা 1776কী জুলাইগী তাং 4দা লেপখি""।ৱাহৈশিং অদু দোক্যুমেন্ত অদুগী মখাদা মথক-মখা ওন্ননা উই।",mni,enxx
1942,Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.,মসিগী মতোন লোম্বা মতমদা মতোন্দগী নীংথিজরবা মীৎয়েংফম কয়া অমা লৈ।মালেমগী মফম কয়াদগী লাকপা চীংকারোইশিংনা লেপ্পা লৈতনা অনৌবা লম্বী কয়া অমা মসিগী লোইবা খম্বা নাইদবা ফক্লাংশিংদগী শেম্লি।,mni,enxx
1943,"The medical charity Mangola, Medecines Sans Frontieres and the World Health Organisation say it is the worst outbreak recorded in the country.","মেদিকেল চেরিতী ওইরিবা মেঙ্গোলা, মেদিসিন্স সান্স ফ্রন্তিয়র্স অমসুং ৱর্ল্দ হেল্থ ওর্গনাইজেসন্না মসিনা লৈবাক অসিগী ওইনা খ্বাইদগী তমখিবা লাইনা শন্দোকপনি হায়রি।",mni,enxx
1944,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,US কোর ওফ ইঞ্জিনিয়রনা মমাংদা অমাঙ-অতা থোকখ্রবা লেভীসপু ইঞ্চী 6কী নোং অসিনা কায়হনবা য়াই হায়বা তাকখ্রে।,mni,enxx
1945,"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.",বালিগী হীরমদা য়াওরিবা অতোপ্পা ৱারোলশিংগী মনুংদা মালেমগী লেমহৌরিবা উমং কনবা অমসুং চাউখৎলক্লিবা লৈবাকশিংবু অমোৎ-অকায় য়াম্না থোক্তনা চাউখৎহনবদা তেংবাংনবা তেক্নোলোজী লান্নবগী ৱাফমশিং য়াওরি।,mni,enxx
1946,Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.,মীপুম খুদিংমক্না খুন্নাইগী মনুংদা হিংলি অমসুং ত্রান্সপোর্তেসনগী পথাপ অসি শিজিন্নৈ।মীওই অয়াম্বনা ত্রান্সপোর্তেসনগী পথাপশিংগী মতাংদা য়ানিংদবা ফোংদোক্নৈ।,mni,enxx
1947,"However, a nationwide road network is not economically viable for just a handful of cars, so new methods of production are developed to reduce the cost of car ownership.","অদুবু, লৈবাক শিনবা থুংবা লম্বী-শোরোক্কী নেৎৱর্ক অসি মশিং থিবা য়াবা কার খরখক্কী য়েংদুনা শেন্মিৎলোনগা চান্নবা ওইদে, মরম অদুনা কারগী মপু ওইবদা চঙবা শেল হন্থহন্নবা অনৌবা থৌওং কয়া পুথোক্লি।",mni,enxx
1948,"Bishkek was described as sinking into a state of ""anarchy"" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods.","গেং খুৎপু অমনা লম্বী-শোরক্তা চৎখি অমসুং কঞ্জুমর গুদশিং য়োনবা দুকানশিং লুৎ তৌখি অসি উহৌবা মীওই অমনা বিশকেক অসি ""লৈঙাক লৈতবা"" ফীভমদা হঞ্জিল্লক্লে হায়না ফোঙদোকখি।",mni,enxx
1949,"The obvious way of flying in first or business class is to fork out a thick wad of money for the privilege (or, better yet, get your company to do it for you).","ফর্স্ত নত্ত্রগা বিজিনেস ক্লাস্তা পায়বগী খ্বাইদগী শোইদবা পাম্বৈদি খুদোংচাবা অসিগীদমক্তা শেল চবুন অমা পুথোকপনি (খ্বাইদগী ফবা অমনা, অদোমগী কম্পেনীনা অদোমগীদমক্তা পুথোকপীবা)।",mni,enxx
1950,"If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken.","করিগুম্বা থৌরিবা মী অমবু শগোলদগী লংথোক্লকপা অদুগা মখোঙদুনা স্তিরপ অদুদা পনবা তারবদি, শগোল অদুনা চেনখিবা মতমদা মখোয় চিংদুনা চৎখিবা য়াই।অসিগুম্বা অশোক অপন অসি হন্থনবগীদমক, চেকশিল থৌরাং কয়া অমা লৌখৎপা য়াই।",mni,enxx
1951,The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.,দি হাইতিয়ন ইন্সতিত্যুৎ ফোর জস্তিস অমসুং দিমোক্রেসীনা নেপালগী UN পিসকীপিং বত্তালিয়ন্না মশা খঙদনা হাইতিদা লাইনা পুরকপনি হায়বা ইন্দিপেন্দেন্ত স্তদি অমগী ৱাফম পনখ্রে।,mni,enxx
1952,"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.","মসিখক্তনসু নত্তে, এক্সপিরিমেন্তেসন, অমসুং এক্সপিরিমেন্ত অমা হায়বদি চুম্লম্বা য়াই হায়না থাজনবা অমা নৎত্রগা অমদগী হেনবশিংবু লৌথোক্নবগী চাংয়েং তৌবা, ৱাহং কয়া হংবা, অমসুং পুক্নিং চংনা য়েংশিনবা হায়বসিনসু সাইন্তিফিক রিসর্চতা মায়কৈ তাকপীরি।",mni,enxx
1953,"This seems sensible, because the Earth doesn't feel as if it's moving, does it?","পৃথিবী অসি লেঙবা মান্দবনিনা, ৱাফম অসি চুম্বা য়াই হায়না লৌনরম্মি, চুমব্রা?",mni,enxx
1954,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","মহাক্না ইং 1976কী মীওই খনবগী মতাংদা, কার্তরদা ফোরেন পোলিসীগী মতাংদা পাউতাক পীখি, মসিগী মতুংদা হেনরী কিসিঞ্জরগী মহুৎ শিনবা ওইনা ইং 1977দগী 1981 ফাওবা নেস্নেল সেক্যুরিতী এদভাইজর (NSA) ওইনা থৌ পুখি।",mni,enxx
1955,"Airlines know well that there is a certain core group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort, and charge accordingly.",মফম অমদা য়াম্না থুনা অমসুং নুংঙাইনা য়ৌবগী খুদোংচাবগীদমক্তা দোল্লর য়াম্না পীগে হায়না লৈবা মীওই কয়া অমা লৈ হায়বসি এয়র্লাইনশিংনা খঙই অমসুং মদুগী মতুং ইন্না শেল লৌই।,mni,enxx
1956,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","দেনিয়সনা হায়খি, ""হৌজিক্কী ওইনদি ঐখোয়না করিমত্তা হোৎনদ্রে।ঐহাক্না মহাক্কী নক্নবশিংদা ফোন কয়া তৌখ্রে অমসুং ইমেল কয়া থাখ্রে অমসুং য়ানিংবগী পাউখুম কয়া ফংখি।হৌজিক্কী ওইনদি, মসিনা য়ারে""।",mni,enxx
1957,Hokuriku Electric Power Co. reported no effects from the earthquake and that the Number 1 and 2 reactors at its Shika nuclear power plant were shut down.,য়ুহার হাখিবা অদুনা হোকুরিকু ইলেক্ত্রিক পাৱর কম্পনীদা অকাইবা অমত্তা থোকখিদে অমসুং শিকা ন্যুক্লিয়র পাৱর প্লানগী রিয়েক্তর নম্বর 1 অমসুং 2 অসি লোনশিনখ্রে হায়না পাউদম্লকখি।,mni,enxx
1958,"All animals that originally arrived in the islands came here either by swimming, flying or floating.","ঈথৎ অসিদা তশেংনা লাকখিবা শা খুদিংমক ইরোইরগা, পাইরগা, নৎত্রগা তাওরগা লাকখি।",mni,enxx
1959,"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.","AI হায়বসি সাইন্স ফিক্সনগী য়াম্না পাম্বা ৱাখল্লোন অমা ওইরবসু, AI না কম্প্যুতর সাইন্সকী য়াম্না মরু ওইবা শরুক অমা ওইদুনা মেছিন অমগী মনুংদা মওং-মতৌ খঙবা, মহৈ তম্বা অমসুং ৱাখল খন্দুনা চুননবা শীনবগী থৌওংশিং পাংথোকই।",mni,enxx
1960,"The AI ​​system is now often used in the fields of economics, medicine, engineering and the military, as has been built in several home computer and video game software applications.","AI গী পথাপ অসি য়ুমদা শিজিন্নবা কম্প্যুতর, ভিদিও গেম সোফ ৱেয়র অমসুং এপ্লিকেসন কয়াদা য়াওবদগী হৌজিক্তি শেন্মিৎলোন, হিদাক-লাংথক, ইঞ্জিনিয়রিং অমসুং মিলিতরীদা য়াম্না তোয়না শিজিন্নরে।",mni,enxx
1961,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,মিৎকপ থোকপা হায়বসি নহাকনা নোংমগী তুম্বগী তাল্লক অদুদা থৌওইনা মিৎ পাংদুনা হৌগৎলগা ঙাইহাক লৈরগা (মিনিত 10–60) অমুক তুমথখিবগী থৌওং অদুবুনি।,mni,enxx
1962,Virtual team members often function as the point of contact for their immediate physical group.,ভর্চুএল তীম মেম্বরশিং অসি মখোয়গা হকথেংননা তসেং-তসেংনা লৈবা কাঙলুপশিংগা পাউ ফাওনফম ওইনা অয়াম্বা মতমদা মথৌ তৌই।,mni,enxx
1963,"Singapore is generally an extremely safe place to be and very easy to navigate, and you can buy almost anything after arriving.",সিঙ্গপোর অসি অয়াম্বনা খ্বাইদগী সেফ ওইবা অমসুং অলাইবা মওংদা কোইবা য়াবা মফমনি অমসুং অদোম্না হেক থুংলরবগা লৈনিংবা অমহেক্তা লৈবা য়াগনি।,mni,enxx
1964,They also define routes for popular hiking and cycling trails.,মখোয়না মমিং লৈরবা হাইকিং অমসুং সাইকলিং লম্বীশিং থম্মী।,mni,enxx
1965,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,অদোম্না গোমা মনুংদা চত্থোক-চৎশিন তৌনবা বোদা-বোদা (মোতোরসাইকল তেক্সি) শিজিন্নবা য়াগনি।অতেনবা রাইদ অমগী চৎনবা মমল (মফম অসিগী) অসি চাউরাক্না কোঙ্গোলিজ ফ্রাঙ্ক 500নি।,mni,enxx
1966,"Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.","লম অমগী ওইবা অমসুং কুমগী ওইবা সেভিয়র ৱেদরগী মনুংদা ব্লিজার্দ, উনগী নুংশিৎ, আইস স্তোর্ম, অমসুং উফুলগী নুংশিৎ য়াওবা য়াই।",mni,enxx
1967,The Moroccan sultan rebuilt the city as Daru l-Badya and it was given the name Casablanca by Spanish traders who established trading bases there.,মোরোকান সুল্তান্না শহর অসি দারু ই-বাদিয়া হায়না নৌনা শেমগৎখি অদুগা মফম অসিদা ললোল-ইতিক্কী ওইবা মফমশিং লিংখৎখিবা স্পেনিশ ললোনবশিংনা মফম অসি কাসব্লাঙ্কা হায়না মমিং থোনখি।,mni,enxx
1968,"Courier companies are well paid for delivering things quickly. Frequently, time is very important with business documents, merchandise or spare parts for an urgent repair.","কুরিয়র কম্পেনীশিং অসি পোৎলমশিং থুনা য়ৌহনবগীদমক্তা নীংথিনা শেল পী।মখোয়গী ওইনা মতম অসি কারবারগী চে-চাং, পোৎলম নত্ত্রগা খুদক্তা পোৎ শেম্বগী মচাকশিংগা লোয়ননা অয়াম্বা মতমদা য়াম্না মগুন লৈ।",mni,enxx
1969,The village of Haldarsvík offer views of the nearby island Eysturoy and has an unusual octagonal church.,হলদর্সভিক্কী খুঙ্গং অসিদা অনকপদা লৈরিবা এস্তুরোই ঈথৎ অমসুং তোপ-তোপ্পা চুথেক-মমায় নিপাল পানবা চর্চ অমা উবা ফংই।,mni,enxx
1970,"It has been known for a long time that different types of brain damage, traumas, lesions, and tumours affect behaviour and cause changes in some mental functions.","থোপ্তা শোকপা, ত্রোমা, অপোম্বা অমসুং ত্যুমর মখল কয়ানা মীওইবগী মওং-মতৌদা অকায়বা পী অমসুং ৱাখলগী ওইবা মথৌ খরদা অহোংবা পুরকই হায়বা মতম কয়াদগী খঙদুনা লাক্লবনি।",mni,enxx
1971,Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.,মীওই খুদিংমক গ্যান ফংবা য়াই।মসি ফংবদা অয়েৎপা পীগদৌরিবা অসি ঐখোয়গী তেন্সন অমসুং ফত্তবা ৱাখল্লোন অসিনি।,mni,enxx
1972,"When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.","মীওইবা নত্তবা শাশিংনা য়োকপীরকপা মতমদা, ফেরল ওইবা অঙাং অসি মীওইবদগী তোঙানবা নত্ত্রগা কীজবা অসিনচিংবা অখন্নবা শাশিংগা চাওরাক্না মান্নবা শাজৎ-লিচৎ (হকচাংনা পুবা ঙম্বগী চাংদা) কয়া অমা উৎলি।",mni,enxx
1973,"For the Springboks, it ended a five-match losing streak.",মসিনা স্প্রিংবাক্সকী ওইনা মেৎচ মঙা পোখিবগী স্ত্রীক অদু লোইশিনখি।,mni,enxx
1974,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","নাউন খুদিংমক, Sie হায়বসিনা you হায়বগুম মতম পুম্নমক্তা ময়েক অচৌবনা ৱাহৈপরেংগী ময়ায়দা ওইরবসু হৌগদবনি।",mni,enxx
1975,"During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.","মসিগী য়ুরোপকী পুৱারীগী মতমসিদা, শেল পায়রবা অমসুং শক্তি লৈরবা কেথোলিক চর্চপু নীংথিনা শেন্নবগী মথৌ তাখি।",mni,enxx
1976,During these periods fierce warfare took place between many nobles fighting for the throne.,হায়রিবা মতম অসিগী মনুংদা নিংথৌ ফম্বাল মুন্নবগীদমক ফম্নাইবশিংগী মরক্তা শাথিবা লান কয়া অমা থোকখি।,mni,enxx
1977,"The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.","অনিমক্না পাউন্দ 1000 হেন্না লুম্বা অমসুং পুংদা চাউরাক্না মাইল 17,500দা পায়রিবা সেতিলাইৎ অনিনা পৃথীবিদগী মাইল 491 থাপ্পা মফমদা থেংগাইনখি।",mni,enxx
1978,"Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world!",জাপান্দা চাউরাক্না ইথৎ 7.000 মুক লৈদুনা (খ্বাইদগী চাউবনা হোনশু ওইদুনা) জাপান্না মালেমদা খাইদগী চাউবা ইথৎশিংগী মরক্তা 7শুবা তারি!,mni,enxx
1979,It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).,মসি খা-অফ্রিকাগী মরুওইবা মফমশিংগী মনুংদা অমনি অমসুং মসি সাউথ অফ্রিকান নেস্নেল পার্কস (SAN পার্কস)কী ফ্লেগশীপ ওইনা লৌই।,mni,enxx
1980,Inland waterways can be a good theme to base a holiday around.,ইনলেন্দ ৱাতরৱেশিং অসি ছুতী মতম লেন্নবগী মফম ওইনা শিনবা য়াই।,mni,enxx
1981,"Scientists think that ocelots follow and find animals to eat (prey) by smell, sniffing for where they've been on the ground.","ওসলোৎশিংনা মখোয়না চাগদৌরিবা শাশিংগী (প্রে) মনম নমদুনা, মখোয়না লৈমায়দা লৈরম্বগী মনম শুৎ শুৎ নমদুনা মতুং ইন্নদুনা থি হায়না সাইন্তিসশিংনা খল্লি।",mni,enxx
1982,"If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.","করিগুম্বা নহাকনা ঘরি অদুবু তুম্লিঙৈদা হেক্তা শেমদোক্লম্বা থেংনরবদি, নহাক্না মদুবু কা অদুগী অতোপ্পা নাকল অমদা থমদুনা ঘরি অদুবু মুথৎনবগীদমক নশা নথন্তা নমদুনা ফমুংদগী হৌগৎহনবা য়াই।",mni,enxx
1983,Scaffolding is not a method of learning but rather an aid that provides support to individuals whom are undergoing a new learning experience such as using a new computer program or beginning a new project.,স্কাফফোলদিং অসি মহৈ তম্নবা পাম্বৈ অমা নত্তে অদুবু মসিগী মহুত্তা কম্প্যুতর প্রোগ্রাম অনৌবা অমা নৎত্রগা অনৌবা প্রোজেক্ত অমা হৌরিবা অদুগুম্লবা অনৌবা মওংদা মহৈ তম্বা ফংলিবা মীওইশিংদা তেংবাং পীবনি হায়নদুম হায়বা য়াই।,mni,enxx
